call_letters,station_name,frequency,format,market_city,market_state,market_rank,owner,address,phone_main,phone_direct,phone_studio,contact_name,contact_title,contact_email,best_call_days,best_call_time_start,best_call_time_end,timezone,last_called,last_result,follow_up_date,status,notes,verified_date,source
KQYZ,,98.5 FM,,Emerado,ND,246,"Valley Broadcasting, LLC","11019 Oregon Avenue South, Bloomington, MN",3202120455,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=762370 cbsa_match=Grand Forks, ND-MN → Nielsen #246 fcc_applicant_email=jordan@zeller.co",,FCC LMS 2026-04-23
KQZZ,,96.7 FM,,Crary,ND,,"I3g Media, INC","136 Central Ave North, Valley City, ND",7018451490,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=56710 fcc_applicant_email=talliecolville@gmail.com,,FCC LMS 2026-04-23
KRRZ,,1390 AM,,Minot,ND,,iHeartMedia,"7136 S. YALE AVENUE, SUITE 501, TULSA, OK",9186644581,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=9679 cbsa=Minot, ND licensee=IHM LICENSES, LLC fcc_applicant_email=FCCCONTACT@IHEARTMEDIA.COM",,FCC LMS 2026-04-23
KRVX,,103.1 FM,,Wimbledon,ND,,"I3g Media, INC","136 Central Ave North, Valley City, ND",7018451490,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=164198 fcc_applicant_email=talliecolville@gmail.com,,FCC LMS 2026-04-23
KRWK,,101.9 FM,,Fargo,ND,192,"Kfgo, INC","1020 25TH STREET SOUTH, FARGO, ND",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=34422 metro=Fargo-Moorhead,,FCC LMS 2026-04-23
KSJB,,600 AM,,Jamestown,ND,,"Chesterman Communications Jamestown, INC","2400 8 AVE SW, BUFFALO MALL SUITE D1, JAMESTOWN, ND",7012523570,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=10778 cbsa=Jamestown, ND fcc_applicant_email=MRRADIO@KSJBAM.COM",,FCC LMS 2026-04-23
KSJZ,,93.3 FM,,Jamestown,ND,,"Triple R, Incorporated","4700 SOUTH LEWIS BLVD., SIOUX CITY, IA",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=10774 cbsa=Jamestown, ND",,FCC LMS 2026-04-23
KSLS,,90.7 FM,College/Educational,Dickinson,ND,,University of Northwestern - St. Paul,"3003 SNELLING AVE N, SAINT PAUL, MN",6516315009,,,,PD — research via AllAccess,,"Monday,Tuesday,Wednesday,Thursday",14:00,17:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=174276 cbsa=Dickinson, ND fcc_applicant_email=sajones@unwsp.edu",,FCC LMS 2026-04-23
KSSS,,101.5 FM,,Bismarck,ND,234,"J B Broadcasting, INC","PO BOX 1233, BISMARCK, ND",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=2210 metro=Bismarck,,FCC LMS 2026-04-23
KTGH,,90.1 FM,Religious/Christian,Bowdon,ND,,In His Presence Ministries,"228 Enville St. W, Bowdon, ND",2187662225,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=765472 fcc_applicant_email=gutenberg@gmail.com,,FCC LMS 2026-04-23
KTGO,,1090 AM,,Tioga,ND,,Bakken Beacon Media LLC,"2852 Thunder Road South, Fargo, ND",7013564220,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=67183 cbsa=Williston, ND fcc_applicant_email=techops@flagfamily.com",,FCC LMS 2026-04-23
KTWJ,,90.9 FM,,Moffit - Lincoln,ND,,Bismarck Adventist Education Station,"7200 NORTH WASHINGTON STREET, BISMARCK, ND",7012201319,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=176115 fcc_applicant_email=kwellfx1@aol.com,,FCC LMS 2026-04-23
KTZU,,94.9 FM,,Velva,ND,,"Programmers Broadcasting, INC","624 31ST AVE SW, MINOT, ND",7012285151,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=162322 cbsa=Minot, ND fcc_applicant_email=SUNNYRADIO@HOTMAIL.COM",,FCC LMS 2026-04-23
KUND-FM,,89.3 FM,College/Educational,Grand Forks,ND,246,University OF North Dakota,"BOX 8117, GRAND FORKS, ND",,,,,,,"Monday,Tuesday,Wednesday,Thursday",14:00,17:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=69127 metro=Grand Forks,,FCC LMS 2026-04-23
KUSB,,103.3 FM,,Hazelton,ND,,Townsquare Media,"4 Manhattanville Road, Suite 107, Purchase, NY",2038610900,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=162267 licensee=Townsquare License, LLC fcc_applicant_email=fcccontact@townsquaremedia.com",,FCC LMS 2026-04-23
KWGO,,102.9 FM,,Burlington,ND,,"Programmers Broadcasting, INC","624 31ST AVE SW, MINOT, ND",7012285151,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=162321 cbsa=Minot, ND fcc_applicant_email=SUNNYRADIO@HOTMAIL.COM",,FCC LMS 2026-04-23
KWTL,,1370 AM,College/Educational,Grand Forks,ND,246,University OF North Dakota,"P.O. BOX 8117, GRAND FORKS, ND",,,,,,,"Monday,Tuesday,Wednesday,Thursday",14:00,17:00,CT,,,,UNVERIFIED,FCC svc=AM fac_id=69201 metro=Grand Forks,,FCC LMS 2026-04-23
KXGT,,98.3 FM,,Carrington,ND,,"I3g Media, INC","136 Central Ave North, Valley City, ND",7018451490,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=68625 fcc_applicant_email=talliecolville@gmail.com,,FCC LMS 2026-04-23
KXMR,,710 AM,,Bismarck,ND,234,iHeartMedia,"7136 S. YALE AVENUE, SUITE 501, TULSA, OK",9186644581,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=2211 metro=Bismarck licensee=IHM LICENSES, LLC fcc_applicant_email=FCCCONTACT@IHEARTMEDIA.COM",,FCC LMS 2026-04-23
KXPO,,1340 AM,,Grafton,ND,,"Simmons Broadcasting, INC","9453 HIGHWAY 1, LANGDON, ND",7012561080,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=34475 fcc_applicant_email=KNDKKICKSBS@UTMA.COM,,FCC LMS 2026-04-23
KXRP,,91.3 FM,,Bismarck,ND,234,"Central Dakota Enterprises, Inc","Post Office Box 516, Mandan, ND",7016632345,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=90269 metro=Bismarck fcc_applicant_email=manager.kndr@midconetwork.com,,FCC LMS 2026-04-23
KXRV,,107.5 FM,,Cannon Ball,ND,,"Radio Bismarck Mandan, LLC","409 N. 4th St., Bismarck, ND",7017514757,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=165952 fcc_applicant_email=bobdenver@mojo1075.com,,FCC LMS 2026-04-23
KXWI,,98.5 FM,,Williston,ND,,Williston Community Broadcasting Corporation,"910 EAST BROADWAY, WILLISTON, ND",7015724478,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=190377 cbsa=Williston, ND fcc_applicant_email=Paul@kxgn.com",,FCC LMS 2026-04-23
KYBD,,88.3 FM,Religious/Christian,Grand Forks,ND,246,Bible Broadcasting Network,"11115 Rushmore Drive, Charlotte, NC",7045235555,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=762237 metro=Grand Forks licensee=Bible Broadcasting Network, Inc. fcc_applicant_email=jpadgett@bbnradio.org",,FCC LMS 2026-04-23
KYNU,,95.5 FM,,Jamestown,ND,,"I3g Media, INC","136 Central Ave North, Valley City, ND",7018451490,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=68627 cbsa=Jamestown, ND fcc_applicant_email=talliecolville@gmail.com",,FCC LMS 2026-04-23
KYPT,,90.7 FM,Religious/Christian,Minot,ND,,"American Christian Radio, Inc","8 The Grn;  Suite 1, Dover, DE",6058248001,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=767015 cbsa=Minot, ND fcc_applicant_email=matthew.middlebrooke@gmail.com",,FCC LMS 2026-04-23
KYTZ,,106.7 FM,,Walhalla,ND,,"TWO Rivers Broadcasting, INC","P. O. BOX 907, VALLEY CITY, ND",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=49019,,FCC LMS 2026-04-23
KYYX,,97.1 FM,,Minot,ND,,Reiten Broadcasting Co. INC,"P. O. BOX 1686, MINOT, ND",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=55680 cbsa=Minot, ND",,FCC LMS 2026-04-23
KYYY,,92.9 FM,,Bismarck,ND,234,Shreveport Great Empire Bcng INC,"50 EAST RIVERCENTER BOULEVARD, #1200, COVINGTON, KY",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=41424 metro=Bismarck,,FCC LMS 2026-04-23
KYYZ,,96.1 FM,,Williston,ND,,Townsquare Media,"4 Manhattanville Road, Suite 107, Purchase, NY",2038610900,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=10510 cbsa=Williston, ND licensee=Townsquare License, LLC fcc_applicant_email=fcccontact@townsquaremedia.com",,FCC LMS 2026-04-23
KZGF,,94.7 FM,,Grand Forks,ND,246,"Leighton Enterprises, INC","619 MALL GERMAIN, ST. CLOUD, MN",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=54593 metro=Grand Forks,,FCC LMS 2026-04-23
KZPR,,105.3 FM,,Minot,ND,,Krrz/kzpr/kizz L.l.c,"427 BEDFORD ROAD, PLEASANTVILLE, NY",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=9675 cbsa=Minot, ND",,FCC LMS 2026-04-23
KZRN,,102.3 FM,,Hettinger,ND,,"Sidestream Media, LLC","301 4th Ave SW, Hettinger, ND",7019280159,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=165977 fcc_applicant_email=zim91@yahoo.com,,FCC LMS 2026-04-23
KZRX,,92.1 FM,,Dickinson,ND,,Kltc/kcad L.l.c,"427 BEDFORD ROAD, SUITE 300, PLEASANTVILLE, NY",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=57741 cbsa=Dickinson, ND",,FCC LMS 2026-04-23
KZTK,,103.9 FM,,Arthur,ND,192,Mid-valley Broadcasting Company,"PO BOX 954, WEST FARGO, ND",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=41898 cbsa_match=Fargo, ND-MN → Nielsen #192",,FCC LMS 2026-04-23
KZTW,,104.1 FM,,Tioga,ND,,Real Presence Radio,"503 7th Street North, Suite 101, Fargo, ND",7017950122,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=190440 cbsa=Williston, ND fcc_applicant_email=mark@yourcatholicradiostation.com",,FCC LMS 2026-04-23
KZZJ,,1450 AM,,Rugby,ND,,"Rugby Broadcasters, INC","230 HIGHWAY 2 SE, RUGBY, ND",7017765254,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=57928 fcc_applicant_email=KZZJ@KZZJ.COM,,FCC LMS 2026-04-23
KZZQ,,101.9 FM,,Richardton,ND,,Real Presence Radio,"1351 Page Drive #300, Fargo, ND",7017950122,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=189545 cbsa=Dickinson, ND fcc_applicant_email=dustin@yourcatholicradiostation.com",,FCC LMS 2026-04-23
KZZY,,103.5 FM,,Devils Lake,ND,,"Double Z Broadcasting, INC","P.O. BOX 883, DEVILS LAKE, ND",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=17358,,FCC LMS 2026-04-23
WDAY,,970 AM,,Fargo,ND,192,Bakken Beacon Media LLC,"2852 Thunder Road South, Box #1, Fargo, ND",7013564220,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=22126 metro=Fargo-Moorhead fcc_applicant_email=steve@flagfamily.com,,FCC LMS 2026-04-23
KAAQ,,105.9 FM,,Alliance,NE,,Eagle Communications,"2300 Hall Street, Hays, KS",7856254000,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=18090 licensee=Eagle Communications, Inc fcc_applicant_email=kevin.wagner@eaglemedia.com",,FCC LMS 2026-04-23
KADL,,102.9 FM,,Imperial,NE,,"Armada Media - McCook, Inc","258 South Main St., Fond du Lac, WI",9209069900,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=88537 fcc_applicant_email=cbernier@armadamedia.com,,FCC LMS 2026-04-23
KAMI,,1580 AM,,Cozad,NE,,Nebraska Rural Radio Association,"LEXINGTON, NE",3083242371,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=69845 cbsa=Lexington, NE fcc_applicant_email=John@JWKingLaw.com",,FCC LMS 2026-04-23
KARR,,90.3 FM,Religious/Christian,Alliance,NE,,Radio 74 International,"Denver, CO",8557117474,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=768013 licensee=Radio 74 Internationale fcc_applicant_email=ron@radio74.org,,FCC LMS 2026-04-23
KAVA,,89.5 FM,Religious/Christian,Kimball,NE,,Hi-Line Radio Fellowship,"317 First Street, Havre, MT",4069494308,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=768711 licensee=Hi-Line Radio Fellowship, Inc fcc_applicant_email=ynopfm@gmail.com",,FCC LMS 2026-04-23
KAWL,,1370 AM,,York,NE,,Nebraska Rural Radio Association,"LEXINGTON, NE",3083242371,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=9932 fcc_applicant_email=John@JWKingLaw.com,,FCC LMS 2026-04-23
KAYA,,91.3 FM,Religious/Christian,Hubbard,NE,237,American Family Radio,"PO Drawer 2440, TUPELO, MS",6628448888,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=81544 cbsa_match=Sioux City, IA-NE-SD → Nielsen #237 licensee=AMERICAN FAMILY ASSOCIATION fcc_applicant_email=jes@afa.net",,FCC LMS 2026-04-23
KBBK,,107.3 FM,,Lincoln,NE,160,"NRG License Sub, LLC","1065 N. Center Point Rd., Hiawatha, IA",3192001900,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=35063 metro=Lincoln fcc_applicant_email=MQUASS@NRGMEDIA.COM,,FCC LMS 2026-04-23
KBBN-FM,,95.3 FM,,Broken Bow,NE,,"Custer County Broadcasting, CO","P. O. BOX 409, BROKEN BOW, NE",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=14769,,FCC LMS 2026-04-23
KBBX-FM,,97.7 FM,,Nebraska City,NE,,"Kjot, INC","3355 S. VALLEY VIEW BOULEVARD, LAS VEGAS, NV",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=47957,,FCC LMS 2026-04-23
KBIE,,103.1 FM,,Auburn,NE,,"Radio 2000, Nc, INC","11863 W 112TH STREET, OVERLAND PARK, KS",9133272400,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=63953,,FCC LMS 2026-04-23
KBPY,,107.7 FM,,Hay Springs,NE,,"Chadrad Communications, INC","226 BORDEAUX ST., CHADRON, NE",3084325545,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=183367 fcc_applicant_email=DENNIS@CHADRAD.COM,,FCC LMS 2026-04-23
KBRB,,1400 AM,,Ainsworth,NE,,Sandhills Broadcasting LLC,"356 S. Main St., AINSWORTH, NE",4027603166,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=33679 fcc_applicant_email=kbrb@sscg.net,,FCC LMS 2026-04-23
KBRB-FM,,92.7 FM,,Ainsworth,NE,,K.b.r. Broadcasting CO,"122 EAST SECOND ST., PO BOX 285, AINSWORTH, NE",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=33219,,FCC LMS 2026-04-23
KBRL,,1300 AM,,Mccook,NE,,"Armada Media - Mccook, INC","258 So Main Street, FOND DU LAC, WI",9209069900,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=57516 fcc_applicant_email=cbernier@armadamedia.com,,FCC LMS 2026-04-23
KBRX,,1350 AM,,O'Neill,NE,,"Ranchland Broadcasting Company, Inc","PO Box 150, O'Neill, NE",4023361612,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=55078 fcc_applicant_email=scott@kbrx.com,,FCC LMS 2026-04-23
KBRX-FM,,102.9 FM,,O'Neill,NE,,"Ranchland Broadcasting Company, Inc","PO Box 150, O'Neill, NE",4023361612,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=55077 fcc_applicant_email=scott@kbrx.com,,FCC LMS 2026-04-23
KBRY,,92.3 FM,,Sargent,NE,,Nebraska Rural Radio Association,"P.O. Box 880, Lexington, NE",3083242371,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=164308 fcc_applicant_email=John@JWKingLaw.com,,FCC LMS 2026-04-23
KCFD,,88.1 FM,,Crawford,NE,,Southern Cultural Foundation,"236 BORDEAUX STREET, CHADRON, NE",8778622402,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=176723 fcc_applicant_email=SOUTHERNCULTURAL@YAHOO.COM,,FCC LMS 2026-04-23
KCHD,,89.5 FM,,Chadron,NE,,Southern Cultural Foundation,"236 BORDEAUX STREET, CHADRON, NE",8778622402,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=768288 fcc_applicant_email=southerncultural@yahoo.com,,FCC LMS 2026-04-23
KCMI,,97.1 FM,,Terrytown,NE,,Christian Media Incorporated,"209 E 15th St, Scottsbluff, NE",3086325264,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=11069 cbsa=Scottsbluff, NE fcc_applicant_email=russkcmi@gmail.com",,FCC LMS 2026-04-23
KCNB,,94.7 FM,,Chadron,NE,,Eagle Communications,"2300 Hall Street, Hays, KS",7856254000,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=164168 licensee=Eagle Communications, Inc fcc_applicant_email=kevin.wagner@eaglemedia.com",,FCC LMS 2026-04-23
KCNE-FM,,91.9 FM,,Chadron,NE,,Nebraska Educational Telecommunications Commission,"P.O. BOX 83111, LINCOLN, NE",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=47963,,FCC LMS 2026-04-23
KCNI,,1280 AM,,Broken Bow,NE,,Custer County Broadcasting CO,"BOX 409, BROKEN BOW, NE",3088725881,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=14766 fcc_applicant_email=dbirnie6@hotmail.com,,FCC LMS 2026-04-23
KCNT,,88.1 FM,College/Educational,Hastings,NE,231,Central Community College,"P.O. BOX 1024, HASTINGS, NE",4024612580,,,,PD — research via AllAccess,,"Monday,Tuesday,Wednesday,Thursday",14:00,17:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=9969 metro=Grand Island-Kearney-Hastings fcc_applicant_email=gwheeler@cccneb.edu,,FCC LMS 2026-04-23
KCOW,,1400 AM,,Alliance,NE,,Eagle Communications,"2300 Hall Street, Hays, KS",7856254000,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=18089 licensee=Eagle Communications, Inc fcc_applicant_email=kevin.wagner@eaglemedia.com",,FCC LMS 2026-04-23
KCRO,,660 AM,,Omaha,NE,75,"Hickory Radio, LLC","111 S 108th Street, OMAHA, NE",4029912201,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=54902 metro=Omaha-Council Bluffs fcc_applicant_email=sseline@walnutprep.com,,FCC LMS 2026-04-23
KCSR,,610 AM,,Chadron,NE,,"Chadrad Communications, INC","226 BORDEAUX ST, CHADRON, NE",3084325545,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=10081 fcc_applicant_email=dennis@chadrad.com,,FCC LMS 2026-04-23
KCTY,,1590 AM,,Wayne,NE,,"Wayne Radio, INC","300 MADISON AVENUE, NORFOLK, NE",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=35658,,FCC LMS 2026-04-23
KCVG,,89.9 FM,College/Educational,Hastings,NE,231,Hastings College,"700 TURNER STREET, HASTINGS, NE",,,,,,,"Monday,Tuesday,Wednesday,Thursday",14:00,17:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=78448 metro=Grand Island-Kearney-Hastings,,FCC LMS 2026-04-23
KCVN,,104.5 FM,,Cozad,NE,,"Community Broadcasting, INC","10550 BARKLEY, SUITE 100, OVERLAND PARK, KS",9136427770,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=69844 cbsa=Lexington, NE fcc_applicant_email=FCCContact@bottradionetwork.com",,FCC LMS 2026-04-23
KDAI,,89.1 FM,Religious/Christian,Scottsbluff,NE,,Educational Media Foundation (K-LOVE/Air1),"2000 Reams Fleming Boulevard, Franklin, TN",9162511600,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=121842 cbsa=Scottsbluff, NE licensee=K-LOVE, Inc. fcc_applicant_email=fccdocumentdistribution@emfbroadcasting.com",,FCC LMS 2026-04-23
KDAM,,94.3 FM,,Hartington,NE,,Riverfront Broadcasting LLC,"202 W. 2ND STREET, YANKTON, SD",6056613160,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=183348 fcc_applicant_email=doyleb@riverfrontbroadcasting.com,,FCC LMS 2026-04-23
KDJL,,99.5 FM,,Kilgore,NE,,"Flood Communications West, LLC","214 North 7th Street, Norfolk, NE",4028170665,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=191571 fcc_applicant_email=auback@floodcomm.com,,FCC LMS 2026-04-23
KDNE,,91.9 FM,College/Educational,Crete,NE,,Doane College Board OF Trustees,"1014 BOSWELL AVENUE, CRETE, NE",,,,,,,"Monday,Tuesday,Wednesday,Thursday",14:00,17:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=17043,,FCC LMS 2026-04-23
KEJS,,88.1 FM,Religious/Christian,Sargent,NE,,"VSS Catholic Communications, Inc","13326 A Street, Omaha, NE",8555710900,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=768056 fcc_applicant_email=John@JWKingLaw.com,,FCC LMS 2026-04-23
KELN,,97.1 FM,,North Platte,NE,,Eagle Communications,"2300 Hall Street, Hays, KS",7856254000,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=69699 cbsa=North Platte, NE licensee=Eagle Communications, Inc fcc_applicant_email=kevin.wagner@eaglemedia.com",,FCC LMS 2026-04-23
KETT,,99.5 FM,Religious/Christian,Mitchell,NE,,"VSS Catholic Communications, INC","13326 A STREET, OMAHA, NE",4025710200,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=164137 cbsa=Scottsbluff, NE fcc_applicant_email=John@JWKingLaw.com",,FCC LMS 2026-04-23
KETW,,90.5 FM,Religious/Christian,Ogallala,NE,,"VSS Catholic Communications, Inc","13326 A Street, Omaha, NE",8555710900,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=768047 fcc_applicant_email=John@JWKingLaw.com,,FCC LMS 2026-04-23
KEXL,,97.5 FM,,Pierce,NE,,"Wjag, INC","P. O. BOX 789, 309 BRAASCH AVENUE, NORFOLK, NE",4023710780,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=170494 cbsa=Norfolk, NE fcc_applicant_email=jeffrey@wjag.com",,FCC LMS 2026-04-23
KEZL,,89.7 FM,,Culbertson,NE,,Theatre Organ Preservation of Nebraska,"PO Box 35, Culbertson, NE",3083459500,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=762254 fcc_applicant_email=comments@kezlfm.com,,FCC LMS 2026-04-23
KEZO-FM,,92.3 FM,,Omaha,NE,75,Diane N. Landen,"3355 S. VALLEY VIEW BLVD., LAS VEAGAS, VI",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=74105 metro=Omaha-Council Bluffs,,FCC LMS 2026-04-23
KFAB,,1110 AM,,Omaha,NE,75,iHeartMedia,"7136 S. YALE AVENUE, SUITE 501, TULSA, OK",9186644581,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=26931 metro=Omaha-Council Bluffs licensee=IHM LICENSES, LLC fcc_applicant_email=FCCCONTACT@IHEARTMEDIA.COM",,FCC LMS 2026-04-23
KFFF,,93.3 FM,,Bennington,NE,75,iHeartMedia,"7136 S. YALE AVENUE, SUITE 501, TULSA, OK",9186644581,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=163 cbsa_match=Omaha, NE-IA → Nielsen #75 licensee=IHM LICENSES, LLC fcc_applicant_email=FCCCONTACT@IHEARTMEDIA.COM",,FCC LMS 2026-04-23
KFGE,,98.1 FM,,Milford,NE,160,"NRG License Sub, LLC","1065 N. Center Point Rd., Hiawatha, IA",3192001900,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=6490 cbsa_match=Lincoln, NE → Nielsen #160 fcc_applicant_email=MQUASS@NRGMEDIA.COM",,FCC LMS 2026-04-23
KFHC,,88.1 FM,,Ponca,NE,,St. Gabriel Communications LTD,"701 W 5th St., Sioux City, IA",7122245342,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=90282 fcc_applicant_email=fhcradio@fhcradio.com,,FCC LMS 2026-04-23
